FreezerID,TrayID,TrayPositionInFreezer,TrayBarcode,RackID,RackPositionInTray,WellID,SampleID,SampleBarcode,Pick
1,1,01-01,5920499106,1,1,A10,10,27959536,0
1,1,01-01,5920499106,1,5,A11,11,25560410,0
1,1,01-01,5920499106,1,2,A12,12,27959700,0
1,1,01-01,5920499106,1,2,B01,13,27973365,1
1,1,01-01,5920499106,1,1,B02,14,27923152,0
1,1,01-01,5920499106,1,4,B03,15,27970465,0
1,1,01-01,5920499106,1,1,B04,16,21544361,0
1,1,01-01,5920499106,1,6,B05,17,27962861,0
1,1,01-01,5920499106,1,2,B06,18,27935160,0
1,1,01-01,5920499106,1,5,B07,19,27922809,0
1,1,01-01,5920499106,1,1,B08,20,27933619,1
1,1,01-01,5920499106,1,2,B09,21,27933895,0
1,1,01-01,5920499106,1,3,B10,22,27923188,0
1,1,01-01,5920499106,1,6,B11,23,27933427,0
1,1,01-01,5920499106,1,2,B12,24,27959501,0
1,1,01-01,5920499106,1,3,C01,25,25170268,0
1,1,01-01,5920499106,1,2,C02,26,27964001,0
1,1,01-01,5920499106,1,4,C03,27,27964519,0
1,1,01-01,5920499106,1,1,C04,28,27927940,0
1,1,01-01,5920499106,1,6,C05,29,27969947,1
1,1,01-01,5920499106,1,6,C06,30,27964049,0
1,1,01-01,5920499106,1,4,C07,31,27933628,0
1,1,01-01,5920499106,1,5,C08,32,27959447,0
1,1,01-01,5920499106,1,1,C09,33,27959799,0
1,1,01-01,5920499106,1,4,C10,34,8009163146,0
1,1,01-01,5920499106,1,3,C11,35,25452574,0
1,1,01-01,5920499106,1,2,C12,36,27966115,1
1,1,01-01,5920499106,1,1,D01,37,27955548,0
1,1,01-01,5920499106,1,1,D02,38,25560642,0
1,1,01-01,5920499106,1,1,D03,39,25558390,0
1,1,01-01,5920499106,1,1,D04,40,27960593,0
1,1,01-01,5920499106,1,2,D05,41,25558576,0
1,1,01-01,5920499106,1,3,D06,42,27953357,0
1,1,01-01,5920499106,1,4,D07,43,25449477,0
1,1,01-01,5920499106,1,5,D08,44,25171969,0
1,1,01-01,5920499106,1,6,D09,45,27932420,0
1,1,01-01,5920499106,1,6,D10,46,27971428,0
1,1,01-01,5920499106,1,5,D11,47,27972200,0
1,1,01-01,5920499106,1,4,D12,48,27966446,0
1,1,01-01,5920499106,1,3,E01,49,27967459,0
1,1,01-01,5920499106,1,3,E02,50,27928142,0
1,1,01-01,5920499106,1,2,E03,51,25558168,0
1,1,01-01,5920499106,1,1,E04,52,27959952,0
1,1,01-01,5920499106,1,1,E05,53,8009162759,0
1,1,01-01,5920499106,1,3,E06,54,8009163490,0
1,1,01-01,5920499106,1,6,E07,55,8009163496,0
1,1,01-01,5920499106,1,1,E08,56,25171547,0
1,1,01-01,5920499106,1,1,E09,57,25171776,0
1,1,01-01,5920499106,1,1,E10,58,27948586,0
1,1,01-01,5920499106,1,6,E11,59,27927204,0
1,1,01-01,5920499106,1,6,E12,60,25171994,0
1,1,01-01,5920499106,1,4,F01,61,21678020,0
1,1,01-01,5920499106,1,5,F02,62,27981295,0
1,1,01-01,5920499106,1,1,F03,63,27960150,0
1,1,01-01,5920499106,1,4,F04,64,8009163119,0
1,1,01-01,5920499106,1,3,F05,65,8009162900,1
1,1,01-01,5920499106,1,2,F06,66,8009163389,0
1,1,01-01,5920499106,1,1,F07,67,8006104995,0
1,1,01-01,5920499106,1,1,F08,68,8006104450,0
1,1,01-01,5920499106,1,1,F09,69,8009163074,0
1,1,01-01,5920499106,1,1,F10,70,27932608,0
1,1,01-01,5920499106,1,2,F11,71,27965723,0
1,1,01-01,5920499106,1,3,F12,72,25171549,0
1,1,01-01,5920499106,1,4,G01,73,21678062,0
1,1,01-01,5920499106,1,5,G02,74,27973712,0
1,1,01-01,5920499106,1,6,G03,75,8009163505,0
1,1,01-01,5920499106,1,6,G04,76,8009163471,0
1,1,01-01,5920499106,1,5,G05,77,8009163615,0
1,1,01-01,5920499106,1,4,G06,78,21679867,0
1,1,01-01,5920499106,1,3,G07,79,27967299,0
1,1,01-01,5920499106,1,3,G08,80,8009162894,0
1,1,01-01,5920499106,1,2,G09,81,8009163255,0
1,1,01-01,5920499106,1,1,G10,82,8009163506,0
1,1,01-01,5920499106,1,1,G11,83,8009163279,0
1,1,01-01,5920499106,1,3,G12,84,27936751,0
1,1,01-01,5920499106,1,6,H01,85,25452658,0
1,1,01-01,5920499106,1,1,H02,86,8009163408,0
1,1,01-01,5920499106,1,1,H03,87,8009163562,0
1,1,01-01,5920499106,1,2,H04,88,8009163530,0
1,1,01-01,5920499106,1,3,H05,89,8006105054,0
1,1,01-01,5920499106,1,4,H06,90,8009163106,1
1,1,01-01,5920499106,1,5,H07,91,8009163492,0
1,1,01-01,5920499106,1,6,H08,92,8005704002,1
1,1,01-01,5920499106,1,6,H09,93,8005704706,1
1,1,01-01,5920499106,1,5,H10,94,8005704036,0
1,1,01-01,5920499106,1,4,H11,95,8006104483,0
1,1,01-01,5920499106,1,3,H12,96,27927290,0
1,2,01-02,7203017849,6,3,A01,481,15611649,0
1,2,01-02,7203017849,6,2,A02,482,52322363,0
1,2,01-02,7203017849,6,1,A03,483,45077921,0
1,2,01-02,7203017849,6,1,A04,,,
1,2,01-02,7203017849,6,1,A05,,,
1,2,01-02,7203017849,6,1,A06,,,
1,2,01-02,7203017849,6,1,A07,,,
1,2,01-02,7203017849,6,1,A08,,,
1,2,01-02,7203017849,6,1,A09,,,
1,1,01-01,5920499106,1,4,A10,10,27959536,0
1,1,01-01,5920499106,1,1,A11,11,25560410,0
1,1,01-01,5920499106,1,5,A12,12,27959700,0
1,1,01-01,5920499106,1,2,B01,13,27973365,1
1,1,01-01,5920499106,1,2,B02,14,27923152,0
1,1,01-01,5920499106,1,1,B03,15,27970465,0
1,1,01-01,5920499106,1,4,B04,16,21544361,0
1,1,01-01,5920499106,1,1,B05,17,27962861,0
1,1,01-01,5920499106,1,6,B06,18,27935160,0
1,1,01-01,5920499106,1,2,B07,19,27922809,0
1,1,01-01,5920499106,1,5,B08,20,27933619,1
1,1,01-01,5920499106,1,1,B09,21,27933895,0
1,1,01-01,5920499106,1,2,B10,22,27923188,0
1,1,01-01,5920499106,1,3,B11,23,27933427,0
1,1,01-01,5920499106,1,6,B12,24,27959501,0
1,1,01-01,5920499106,1,2,C01,25,25170268,0
1,1,01-01,5920499106,1,3,C02,26,27964001,0
1,1,01-01,5920499106,1,2,C03,27,27964519,0
1,1,01-01,5920499106,1,4,C04,28,27927940,0
1,1,01-01,5920499106,1,1,C05,29,27969947,1
1,1,01-01,5920499106,1,6,C06,30,27964049,0
1,1,01-01,5920499106,1,6,C07,31,27933628,0
1,1,01-01,5920499106,1,4,C08,32,27959447,0
1,1,01-01,5920499106,1,5,C09,33,27959799,0
1,1,01-01,5920499106,1,1,C10,34,8009163146,0
1,1,01-01,5920499106,1,4,C11,35,25452574,0
1,1,01-01,5920499106,1,3,C12,36,27966115,1
1,1,01-01,5920499106,1,2,D01,37,27955548,0
1,1,01-01,5920499106,1,1,D02,38,25560642,0
1,1,01-01,5920499106,1,1,D03,39,25558390,0
1,1,01-01,5920499106,1,1,D04,40,27960593,0
1,1,01-01,5920499106,1,1,D05,41,25558576,0
1,1,01-01,5920499106,1,2,D06,42,27953357,0
1,1,01-01,5920499106,1,3,D07,43,25449477,0
1,1,01-01,5920499106,1,4,D08,44,25171969,0
1,1,01-01,5920499106,1,5,D09,45,27932420,0
1,1,01-01,5920499106,1,6,D10,46,27971428,0
1,1,01-01,5920499106,1,6,D11,47,27972200,0
1,1,01-01,5920499106,1,5,D12,48,27966446,0
1,1,01-01,5920499106,1,4,E01,49,27967459,0
1,1,01-01,5920499106,1,3,E02,50,27928142,0
1,1,01-01,5920499106,1,3,E03,51,25558168,0
1,1,01-01,5920499106,1,2,E04,52,27959952,0
1,1,01-01,5920499106,1,1,E05,53,8009162759,0
1,1,01-01,5920499106,1,1,E06,54,8009163490,0
1,1,01-01,5920499106,1,3,E07,55,8009163496,0
1,1,01-01,5920499106,1,6,E08,56,25171547,0
1,1,01-01,5920499106,1,1,E09,57,25171776,0
1,1,01-01,5920499106,1,1,E10,58,27948586,0
1,1,01-01,5920499106,1,1,E11,59,27927204,0
1,1,01-01,5920499106,1,1,E12,60,25171994,0
1,1,01-01,5920499106,1,1,F01,61,21678020,0
1,1,01-01,5920499106,1,1,F02,62,27981295,0
1,1,01-01,5920499106,1,1,F03,63,27960150,0
1,1,01-01,5920499106,1,1,F04,64,8009163119,0
1,1,01-01,5920499106,1,1,F05,65,8009162900,1
1,1,01-01,5920499106,1,1,F06,66,8009163389,0
1,1,01-01,5920499106,1,1,F07,67,8006104995,0
1,1,01-01,5920499106,1,1,F08,68,8006104450,0
1,1,01-01,5920499106,1,1,F09,69,8009163074,0
1,1,01-01,5920499106,1,1,F10,70,27932608,0
1,1,01-01,5920499106,1,1,F11,71,27965723,0
1,1,01-01,5920499106,1,1,F12,72,25171549,0
1,1,01-01,5920499106,1,1,G01,73,21678062,0
1,1,01-01,5920499106,1,1,G02,74,27973712,0
1,1,01-01,5920499106,1,1,G03,75,8009163505,0
1,1,01-01,5920499106,1,1,G04,76,8009163471,0
1,1,01-01,5920499106,1,1,G05,77,8009163615,0
1,1,01-01,5920499106,1,1,G06,78,21679867,0
1,1,01-01,5920499106,1,1,G07,79,27967299,0
1,1,01-01,5920499106,1,1,G08,80,8009162894,0
1,1,01-01,5920499106,1,1,G09,81,8009163255,0
1,1,01-01,5920499106,1,1,G10,82,8009163506,0
1,1,01-01,5920499106,1,1,G11,83,8009163279,0
1,1,01-01,5920499106,1,1,G12,84,27936751,0
1,1,01-01,5920499106,1,1,H01,85,25452658,0
1,1,01-01,5920499106,1,1,H02,86,8009163408,0
1,1,01-01,5920499106,1,1,H03,87,8009163562,0
1,1,01-01,5920499106,1,1,H04,88,8009163530,0
1,1,01-01,5920499106,1,1,H05,89,8006105054,0
1,1,01-01,5920499106,1,1,H06,90,8009163106,1
1,1,01-01,5920499106,1,1,H07,91,8009163492,0
1,1,01-01,5920499106,1,1,H08,92,8005704002,1
1,1,01-01,5920499106,1,1,H09,93,8005704706,1
1,1,01-01,5920499106,1,1,H10,94,8005704036,0
1,1,01-01,5920499106,1,1,H11,95,8006104483,0
1,1,01-01,5920499106,1,1,H12,96,27927290,0
1,2,01-02,7203017849,6,2,A01,481,15611649,0
1,2,01-02,7203017849,6,3,A02,482,52322363,0
1,2,01-02,7203017849,6,5,A03,483,45077921,0
1,2,01-02,7203017849,6,4,E03,484,45077922,1
1,2,01-02,7203017849,6,6,B02,484,45077923,1
1,2,01-02,7203017849,6,6,A04,,,
1,2,01-02,7203017849,6,6,A05,,,
1,2,01-02,7203017849,6,6,A06,,,
1,2,01-02,7203017849,6,6,A07,,,
1,2,01-02,7203017849,6,6,A08,,,
1,2,01-02,7203017849,6,6,A09,,,
                                ,,,,,,,,,
